old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
77,847937,The Bride (Lairds' Fiancees #1),"The Bride (Lairds' Fiancees, #1)",4.25,55230,2382,Julie Garwood,6251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,0.2,0.6,0.2,0.4
78,23016317,Seduction and Snacks (Chocolate Lovers #1),"Seduction and Snacks (Chocolate Lovers, #1)",4.1,49584,5733,Tara Sivec,6422281,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408984491l/23016317._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408984491l/23016317._SX50_.jpg,2012,0.6,0.2,0.2,0.4
79,15990969,Ten Tiny Breaths (Ten Tiny Breaths #1),"Ten Tiny Breaths (Ten Tiny Breaths, #1)",4.12,70349,5675,K.A. Tucker,4866520,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368808763l/15990969._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368808763l/15990969._SY75_.jpg,2012,0.3,0.7,0,0.5
80,41014505,The Bronze Horseman (The Bronze Horseman #1),"The Bronze Horseman (The Bronze Horseman, #1)",4.3,66166,7611,Paullina Simons,47499,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533054822l/41014505._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533054822l/41014505._SY75_.jpg,2000,0.5,0.1,0.4,0.3
81,16081272,The Edge of Never (The Edge of Never #1),"The Edge of Never (The Edge of Never, #1)",4.24,141635,11254,J.A. Redmerski,5437976,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128l/16081272._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128l/16081272._SY75_.jpg,2012,0.5,0.3,0.2,0.4
82,43604960,Born in Fire (Born In Trilogy #1),"Born in Fire (Born In Trilogy, #1)",4.22,67827,1286,Nora Roberts,625,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547782312l/43604960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547782312l/43604960._SY75_.jpg,1994,0.6,0.1,0.3,0.35
83,16151178,The Sea of Tranquility,The Sea of Tranquility,4.31,77982,9673,Katja Millay,6466759,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812l/16151178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812l/16151178._SY75_.jpg,2012,0.2,0.1,0.7,0.15
84,10967,The Fiery Cross (Outlander #5),"The Fiery Cross (Outlander, #5)",4.24,170745,7220,Diana Gabaldon,3617,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842l/10967._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842l/10967._SY75_.jpg,2001,0.4,0.4,0.2,0.4
85,25028920,Vacant,"Vacant (Empathy, #2.5)",4.19,1323,251,Ker Dukey,7313508,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426490223l/25028920._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426490223l/25028920._SX50_.jpg,2015,0.3,0.4,0.3,0.35
86,13539044,The Silver Linings Playbook,The Silver Linings Playbook,3.99,149556,11960,Matthew Quick,1251730,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358277412l/13539044._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358277412l/13539044._SY75_.jpg,2008,0.4,0.4,0.2,0.4
87,15717876,The Secret of Ella and Micha (The Secret #1),"The Secret of Ella and Micha (The Secret, #1)",4,69348,3351,Jessica Sorensen,4601855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365638597l/15717876._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365638597l/15717876._SX50_.jpg,2012,0.1,0.2,0.7,0.15
88,298464,Night World : Daughters of Darkness (Night World #2),"Daughters of Darkness (Night World, #2)",3.92,7194,368,L.J. Smith,50873,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349790286l/298464._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349790286l/298464._SY75_.jpg,1996,0.4,0.1,0.5,0.25
89,6547187,Night World : Huntress (Night World #7),"First Drop of Crimson (Night Huntress World, #1)",4.15,52817,2395,Jeaniene Frost,669810,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255471887l/6547187._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255471887l/6547187._SY75_.jpg,2010,0.6,0.2,0.2,0.4
90,872333,Blue Bloods (Blue Bloods #1),"Blue Bloods (Blue Bloods, #1)",3.69,132313,4926,Melissa de la Cruz,21911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322281515l/872333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322281515l/872333._SY75_.jpg,2006,0.3,0.2,0.5,0.25
91,17158596,Collide (Collide #1),"Collide (Collide, #1)",4.21,63076,4778,Gail McHugh,6860574,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359831056l/17158596._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359831056l/17158596._SX50_.jpg,2013,0.4,0.2,0.4,0.3
92,19181112,Losing Control (The Hunter Pact #1),"Losing Control (The Hunter Pact, #1)",3.49,72,12,Robyn Grady,1364395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,0.4,0.3,0.3,0.35
93,263172,Kissing Coffins (Vampire Kisses #2),"Kissing Coffins (Vampire Kisses, #2)",3.88,24992,821,Ellen Schreiber,153734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.2,0.5,0.3,0.35
94,263148,Vampireville (Vampire Kisses #3),"Vampireville (Vampire Kisses, #3)",3.92,23636,544,Ellen Schreiber,153734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.4,0.1,0.5,0.25
95,15981894,Devoured (Devoured #1),"Devoured (Devoured, #1)",3.93,36442,1854,Emily Snow,6519108,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347063810l/15981894._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347063810l/15981894._SX50_.jpg,2012,0.2,0.7,0.1,0.45
96,17944662,Someone to Love (Someone to Love #1),"Someone to Love (Someone to Love, #1)",3.74,17881,871,Addison Moore,4096668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377868361l/17944662._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377868361l/17944662._SY75_.jpg,2013,0.4,0.1,0.5,0.25
97,6937878,Love Bites (Vampire Kisses #7),"Love Bites (Vampire Kisses, #7)",4.13,18996,343,Ellen Schreiber,153734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.1,0.6,0.3,0.35
98,17231916,Fate Interrupted (Fate Interrupted #1),"Fate Interrupted 2 (Fate Interrupted, #2)",3.75,4704,174,Kaitlyn Cross,6658995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360858699l/17231916._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360858699l/17231916._SX50_.jpg,2013,0.2,0.8,0,0.5
100,16056862,The Unwanted Wife (Unwanted #1),"The Unwanted Wife (Unwanted, #1)",3.94,27634,2231,Natasha Anders,6544265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349084566l/16056862._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349084566l/16056862._SX50_.jpg,2012,0.1,0.2,0.7,0.15
101,17380707,Shattered (The Secret Life of Trystan Scott #4),"Shattered (The Secret Life of Trystan Scott, #4)",4.29,3522,100,H.M. Ward,4330590,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361118713l/17380707._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361118713l/17380707._SY75_.jpg,2013,0.1,0.3,0.6,0.2
102,20065986,Secrets Vol 2 Ella Steele (Secrets #2),"Secrets Vol. 2 (Secrets, #2)",4.13,4214,104,Ella Steele,5817789,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,0.5,0.5,0,0.5
103,13380138,Going Under (Going Under #1),"Going Under (Going Under, #1)",3.86,8861,479,Georgia Cates,5228869,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403115706l/13380138._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403115706l/13380138._SX50_.jpg,2012,0.2,0.5,0.3,0.35
104,15698746,Shallow (Going Under #2),"Shallow (Going Under, #2)",4.06,4429,243,Georgia Cates,5228869,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403115962l/15698746._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403115962l/15698746._SX50_.jpg,2012,0.4,0.3,0.3,0.35
105,17156015,Beauty from Pain (Beauty #1),"Beauty from Pain (Beauty, #1)",4.23,54149,3457,Georgia Cates,5228869,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360699932l/17156015._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360699932l/17156015._SX50_.jpg,2013,0.2,0.1,0.7,0.15
106,17314410,Beauty from Surrender (Beauty #2),"Beauty from Surrender (Beauty, #2)",4.12,37631,2098,Georgia Cates,5228869,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367294723l/17314410._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367294723l/17314410._SX50_.jpg,2013,0.1,0.1,0.8,0.1
107,302644,Awaken To Pleasure,Awaken to Pleasure,3.65,1470,85,Nalini Singh,71688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600720197l/302644._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600720197l/302644._SY75_.jpg,2004,0.1,0.8,0.1,0.45
108,43905755,Love's Prisoner (Wyndham Werewolf #1),Love’s Prisoner (Wyndham Werewolf #1),2.85,26,3,MaryJanice Davidson,1429808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.1,0.6,0.3,0.35
109,43922305,Jared's Wolf (Wyndham Werewolf #2),Jared’s Wolf (Wyndham Werewolf),3.42,12,1,MaryJanice Davidson,1429808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.4,0.4,0.2,0.4
110,15842441,Effortless (Thoughtless #2),"Effortless (Thoughtless, #2)",4.36,113395,4497,S.C. Stephens,4372391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364805648l/15842441._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364805648l/15842441._SY75_.jpg,2011,0.5,0.4,0.1,0.45
111,13600318,Reckless (Thoughtless #3),"Reckless (Thoughtless, #3)",4.41,75949,5420,S.C. Stephens,4372391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356986017l/13600318._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356986017l/13600318._SY75_.jpg,2013,0.1,0.2,0.7,0.15
112,14114189,Collision Course,Collision Course,4.03,12545,943,S.C. Stephens,4372391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337640866l/14114189._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337640866l/14114189._SX50_.jpg,2012,0.2,0.2,0.6,0.2
113,13517535,Thoughtless (Thoughtless #1),"Thoughtless (Thoughtless, #1)",4.1,133912,9433,S.C. Stephens,4372391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331254339l/13517535._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331254339l/13517535._SY75_.jpg,2009,0.3,0.3,0.4,0.3
114,6609714,The Lonely (The Lonely #1),"The Lonely Hearts Club (The Lonely Hearts Club, #1)",3.8,24758,2213,Elizabeth Eulberg,2983974,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479699351l/6609714._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479699351l/6609714._SY75_.jpg,2010,0.4,0.6,0,0.5
115,17342409,Lost Boy (The Lonely #2),"Lost Boy (The Lonely, #2)",4.2,1331,147,Tara Brown,5768382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368395638l/17342409._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368395638l/17342409._SY75_.jpg,2013,0.5,0.1,0.4,0.3
116,1270615,The Long Way Home,"Buffy the Vampire Slayer: The Long Way Home (Season 8, Volume 1)",3.96,29501,1112,Joss Whedon,18015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331332425l/1270615._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331332425l/1270615._SY75_.jpg,2007,0.4,0.2,0.4,0.3
117,15760001,On Dublin Street (On Dublin Street #1),"On Dublin Street (On Dublin Street, #1)",4.21,169335,9186,Samantha Young,4167378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490401910l/15760001._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490401910l/15760001._SX50_.jpg,2012,0.2,0.2,0.6,0.2
118,17665083,Until Fountain Bridge (On Dublin Street #2),"Until Fountain Bridge (On Dublin Street, #1.5)",4.11,21034,1502,Samantha Young,4167378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363894173l/17665083._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363894173l/17665083._SX50_.jpg,2013,0.4,0.1,0.5,0.25
119,16140408,Down London Road (On Dublin Street #2),"Down London Road (On Dublin Street, #2)",4.23,47831,3195,Samantha Young,4167378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363128044l/16140408._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363128044l/16140408._SX50_.jpg,2013,0.1,0.9,0,0.5
120,18621172,Castle Hill (On Dublin Street #3),"Castle Hill (On Dublin Street, #3.5)",4.19,16294,1055,Samantha Young,4167378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380897054l/18621172._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380897054l/18621172._SX50_.jpg,2013,0.5,0.5,0,0.5
121,18115061,Before Jamaica Lane (On Dublin Street #3),"Before Jamaica Lane (On Dublin Street, #3)",4.33,37449,2805,Samantha Young,4167378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372090894l/18115061._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372090894l/18115061._SX50_.jpg,2014,0.6,0.1,0.3,0.35
122,6624871,Some Girls Are,Some Girls Are,3.87,14215,1678,Courtney Summers,1487748,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791700l/6624871._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791700l/6624871._SX50_.jpg,2010,0.3,0.6,0.1,0.45
123,45046784,Cracked Up To Be,Cracked Up to Be,3.74,16491,1787,Courtney Summers,1487748,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559582976l/45046784._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559582976l/45046784._SY75_.jpg,2008,0.4,0.3,0.3,0.35
124,20980781,Fall With Me,"Fall with Me (Wait for You, #4)",4.07,19447,1547,Jennifer L. Armentrout,4476934,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427119705l/20980781._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427119705l/20980781._SY75_.jpg,2015,0.1,0.9,0,0.5
125,18303570,First Rapture (The Rapture #1),"Love in the Time of the Dead (Dead Rapture, #1)",3.98,562,81,Tera Shanley,7212904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380205218l/18303570._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380205218l/18303570._SY75_.jpg,2013,0.4,0.2,0.4,0.3
126,7654724,Board Resolution (Knights of the Board Room #1),"Board Resolution (Knights of the Board Room, #1)",3.71,3402,280,Joey W. Hill,103359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.4,0.6,0,0.5
127,17298278,Controlled Response (Knights of the Board Room #2),"Controlled Response (Knights of the Board Room, #2)",4.05,1180,93,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359387351l/17298278._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359387351l/17298278._SX50_.jpg,2013,0.2,0.5,0.3,0.35
128,17286306,Honor Bound (Knights of the Board Room #3),"Honor Bound (Knights of the Board Room, #3)",4.12,1059,83,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375161901l/17286306._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375161901l/17286306._SX50_.jpg,2013,0.2,0.1,0.7,0.15
129,9517449,Afterlife (Knights of the Board Room #4),"Afterlife (Knights of the Board Room, #4)",4.17,1930,135,Joey W. Hill,103359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.3,0.5,0.2,0.4
130,13423169,Hostile Takeover (Knights of the Board Room #5),"Hostile Takeover (Knights of the Board Room, #5)",4.2,2432,237,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934484l/13423169._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934484l/13423169._SY75_.jpg,2012,0.5,0.3,0.2,0.4
131,17670042,Willing Sacrifice (Knights of the Board Room #6),"Willing Sacrifice (Knights of the Board Room, #6)",4.18,894,101,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364052499l/17670042._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364052499l/17670042._SY75_.jpg,2013,0.5,0.4,0.1,0.45
132,8713621,Holding The Cards (Nature of Desire #1),"Holding The Cards (Nature of Desire, #1)",3.74,2415,185,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332293685l/8713621._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332293685l/8713621._SY75_.jpg,2002,0.3,0.2,0.5,0.25
133,1208966,Natural Law (Nature of Desire #2),"Natural Law (Nature of Desire, #2)",4.06,3960,431,Joey W. Hill,103359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269136741l/1208966._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269136741l/1208966._SY75_.jpg,2004,0.6,0.3,0.1,0.45
134,177518,Ice Queen (Nature of Desire #3),"Ice Queen (Nature of Desire, #3)",4.24,2188,183,Joey W. Hill,103359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.5,0.1,0.4,0.3
135,1285705,Mirror of My Soul (Nature of Desire #4),"Mirror of My Soul (Nature of Desire, #4)",4.35,1933,151,Joey W. Hill,103359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.5,0.2,0.3,0.35
136,3680404,Mistress of Redemption (Nature of Desire #5),"Mistress of Redemption (Nature of Desire, #5)",3.51,881,77,Joey W. Hill,103359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.4,0.4,0.2,0.4
